date,team1Name,team2Name,team1Odds,drawOdds,team2Odds
22/Feb/2014,Bath,Wasps,1.18,25.33,4.6
16/Feb/2014,Leicester,Gloucester,1.12,26.67,6.07
15/Feb/2014,Exeter,Bath,2.19,18.33,1.6800000000000002
15/Feb/2014,Harlequins,Newcastle,1.09,29.17,6.86
15/Feb/2014,Northampton,Worcester,1.02,37.83,11.83
15/Feb/2014,Wasps,London Irish,1.34,21.0,3.23
14/Feb/2014,Sale,Saracens,2.8899999999999997,20.0,1.41
09/Feb/2014,Harlequins,Wasps,1.3,21.67,3.43
08/Feb/2014,Exeter,Northampton,2.27,19.17,1.6400000000000001
08/Feb/2014,Bath,Newcastle,1.04,32.17,9.71
08/Feb/2014,Saracens,London Irish,1.05,31.67,9.0
07/Feb/2014,Sale,Gloucester,1.44,20.83,2.77
07/Feb/2014,Worcester,Leicester,6.43,29.0,1.11
05/Jan/2014,Wasps,Exeter,1.55,19.5,2.44
05/Jan/2014,Leicester,Bath,1.33,21.33,3.29
04/Jan/2014,Gloucester,Saracens,3.01,19.5,1.3900000000000001
04/Jan/2014,London Irish,Worcester,1.28,21.83,3.67
03/Jan/2014,Newcastle,Sale,2.3,18.83,1.63
03/Jan/2014,Northampton,Harlequins,1.23,22.67,4.12
29/Dec/2013,London Irish,Gloucester,1.85,19.17,1.96
28/Dec/2013,Harlequins,Exeter,1.34,21.83,3.25
28/Dec/2013,Leicester,Sale,1.09,30.17,7.07
28/Dec/2013,Northampton,Bath,1.32,22.5,3.34
28/Dec/2013,Worcester,Saracens,6.87,29.0,1.09
27/Dec/2013,Newcastle,Wasps,2.27,17.5,1.67
22/Dec/2013,Gloucester,Worcester,1.1,29.17,6.56
21/Dec/2013,Saracens,Leicester,1.13,28.33,5.71
21/Dec/2013,Bath,Harlequins,1.55,19.33,2.49
21/Dec/2013,Exeter,Newcastle,1.06,31.67,8.58
21/Dec/2013,Wasps,Northampton,2.52,20.17,1.53
20/Dec/2013,Sale,London Irish,1.4,20.8,3.0
01/Dec/2013,Newcastle,Harlequins,2.91,21.0,1.41
30/Nov/2013,Bath,Exeter,1.35,21.0,3.24
30/Nov/2013,London Irish,Wasps,1.6600000000000001,19.33,2.2199999999999998
30/Nov/2013,Saracens,Sale,1.06,30.83,8.42
30/Nov/2013,Worcester,Northampton,4.859999999999999,24.0,1.17
29/Nov/2013,Gloucester,Leicester,1.98,19.0,1.8399999999999999
24/Nov/2013,Wasps,Bath,1.8599999999999999,19.0,1.96
23/Nov/2013,Northampton,Newcastle,1.03,38.33,11.0
23/Nov/2013,Exeter,Saracens,2.21,19.0,1.6800000000000002
23/Nov/2013,Harlequins,Gloucester,1.32,21.5,3.38
23/Nov/2013,Leicester,London Irish,1.08,30.67,7.4
22/Nov/2013,Sale,Worcester,1.17,25.17,5.0
03/Nov/2013,Saracens,Newcastle,1.04,32.83,9.67
03/Nov/2013,London Irish,Northampton,2.52,20.17,1.52
02/Nov/2013,Leicester,Harlequins,1.3599999999999999,22.0,3.17
02/Nov/2013,Gloucester,Wasps,1.45,20.17,2.76
01/Nov/2013,Sale,Exeter,1.88,19.83,1.9300000000000002
01/Nov/2013,Worcester,Bath,3.01,21.5,1.38
27/Oct/2013,Newcastle,London Irish,1.6099999999999999,19.33,2.33
27/Oct/2013,Wasps,Leicester,1.7,19.17,2.16
26/Oct/2013,Northampton,Saracens,1.5699999999999998,19.0,2.41
26/Oct/2013,Exeter,Worcester,1.11,27.33,6.13
26/Oct/2013,Harlequins,Sale,1.27,22.33,3.72
25/Oct/2013,Bath,Gloucester,1.35,21.2,3.25
06/Oct/2013,Gloucester,Exeter,1.3,21.67,3.53
05/Oct/2013,Leicester,Northampton,1.45,20.67,2.77
05/Oct/2013,London Irish,Harlequins,2.9299999999999997,21.5,1.4
05/Oct/2013,Saracens,Wasps,1.11,26.83,6.33
05/Oct/2013,Worcester,Newcastle,1.51,19.17,2.6100000000000003
04/Oct/2013,Sale,Bath,2.21,18.83,1.6800000000000002
29/Sep/2013,Newcastle,Gloucester,2.6,19.58,1.51
29/Sep/2013,Exeter,Leicester,2.4,19.42,1.58
28/Sep/2013,Harlequins,Saracens,2.0,19.17,1.8199999999999998
28/Sep/2013,Bath,London Irish,1.09,28.92,7.1
28/Sep/2013,Wasps,Worcester,1.23,22.67,4.140000000000001
27/Sep/2013,Northampton,Sale,1.04,35.0,10.04
22/Sep/2013,Saracens,Bath,1.17,24.83,4.93
21/Sep/2013,Gloucester,Northampton,2.02,18.6,1.8199999999999998
21/Sep/2013,Leicester,Newcastle,1.02,38.0,14.1
21/Sep/2013,London Irish,Exeter,1.8900000000000001,18.6,1.94
20/Sep/2013,Sale,Wasps,1.67,19.0,2.23
20/Sep/2013,Worcester,Harlequins,2.77,20.33,1.45
15/Sep/2013,Saracens,Gloucester,1.17,25.0,5.05
14/Sep/2013,Bath,Leicester,1.83,19.0,2.0
14/Sep/2013,Exeter,Wasps,1.41,21.17,2.92
14/Sep/2013,Worcester,London Irish,1.3900000000000001,21.17,3.01
13/Sep/2013,Sale,Newcastle,1.22,23.67,4.33
13/Sep/2013,Harlequins,Northampton,1.72,18.33,2.15
08/Sep/2013,Leicester,Worcester,1.06,31.83,9.33
07/Sep/2013,Wasps,Harlequins,3.07,21.5,1.38
07/Sep/2013,Gloucester,Sale,1.15,26.83,5.41
07/Sep/2013,Northampton,Exeter,1.18,23.33,4.71
07/Sep/2013,London Irish,Saracens,6.09,27.83,1.12
06/Sep/2013,Newcastle,Bath,2.33,17.33,1.63
