date,team1Name,team2Name,team1Odds,drawOdds,team2Odds
28/May/2016,Saracens,Exeter,1.21,24.05,4.87
21/May/2016,Exeter,Wasps,1.56,19.08,2.5300000000000002
21/May/2016,Saracens,Leicester,1.26,21.85,4.13
07/May/2016,Bath,Leicester,1.22,23.67,4.27
07/May/2016,Gloucester,Northampton,2.42,20.09,1.58
07/May/2016,Harlequins,Exeter,2.06,18.89,1.8199999999999998
07/May/2016,Newcastle,Sale,2.56,19.66,1.53
07/May/2016,Wasps,London Irish,1.01,44.46,21.45
07/May/2016,Worcester,Saracens,3.19,22.68,1.3599999999999999
01/May/2016,Saracens,Newcastle,1.05,37.09,9.75
01/May/2016,London Irish,Harlequins,3.19,22.9,1.37
01/May/2016,Exeter,Wasps,1.75,20.72,2.13
30/Apr/2016,Northampton,Bath,1.25,23.29,4.04
30/Apr/2016,Leicester,Worcester,1.1,33.35,6.71
29/Apr/2016,Sale,Gloucester,1.31,22.68,3.53
23/Apr/2016,Bath,Sale,1.58,20.37,2.45
17/Apr/2016,Newcastle,London Irish,1.44,21.23,2.85
17/Apr/2016,Sale,Bath,1.47,21.25,2.71
16/Apr/2016,Northampton,Leicester,1.75,19.26,2.13
16/Apr/2016,Saracens,Harlequins,1.23,24.52,4.23
16/Apr/2016,Worcester,Wasps,3.4,23.26,1.33
15/Apr/2016,Gloucester,Exeter,2.42,19.73,1.5899999999999999
03/Apr/2016,Wasps,Northampton,1.37,22.52,3.16
02/Apr/2016,Leicester,Gloucester,1.13,30.57,6.33
02/Apr/2016,Exeter,Worcester,1.1400000000000001,28.97,6.02
02/Apr/2016,Harlequins,Newcastle,1.1400000000000001,28.34,5.86
02/Apr/2016,London Irish,Sale,1.95,19.83,1.95
01/Apr/2016,Bath,Saracens,2.9699999999999998,20.97,1.42
27/Mar/2016,Northampton,Harlequins,1.3,22.71,3.59
27/Mar/2016,Newcastle,Wasps,3.2,21.45,1.38
27/Mar/2016,Sale,Leicester,2.15,19.42,1.74
26/Mar/2016,Gloucester,Bath,1.6800000000000002,18.94,2.25
26/Mar/2016,Worcester,London Irish,1.33,21.47,3.46
26/Mar/2016,Saracens,Exeter,1.24,23.98,4.1899999999999995
20/Mar/2016,Leicester,Saracens,1.55,19.75,2.55
20/Mar/2016,London Irish,Gloucester,2.62,20.83,1.51
20/Mar/2016,Wasps,Sale,1.13,30.39,6.14
20/Mar/2016,Exeter,Northampton,1.41,21.55,3.0
19/Mar/2016,Harlequins,Worcester,1.31,22.79,3.46
18/Mar/2016,Bath,Newcastle,1.22,24.05,4.35
12/Mar/2016,London Irish,Saracens,4.67,25.95,1.2
12/Mar/2016,Exeter,Newcastle,1.06,39.53,8.76
12/Mar/2016,Northampton,Sale,1.28,22.67,3.78
12/Mar/2016,Worcester,Gloucester,1.8199999999999998,19.32,2.04
12/Mar/2016,Wasps,Leicester,1.42,21.45,2.96
11/Mar/2016,Harlequins,Bath,1.62,20.4,2.38
06/Mar/2016,Leicester,Exeter,1.41,22.23,2.98
05/Mar/2016,Bath,London Irish,1.11,30.35,6.61
05/Mar/2016,Saracens,Northampton,1.53,20.33,2.58
05/Mar/2016,Gloucester,Wasps,2.54,20.77,1.55
05/Mar/2016,Sale,Harlequins,1.46,20.75,2.76
04/Mar/2016,Newcastle,Worcester,1.47,21.41,2.8
28/Feb/2016,Wasps,Harlequins,1.17,27.36,5.18
28/Feb/2016,Leicester,London Irish,1.08,37.87,7.78
28/Feb/2016,Exeter,Bath,1.26,24.11,3.98
27/Feb/2016,Gloucester,Newcastle,1.34,22.51,3.4
27/Feb/2016,Northampton,Worcester,1.2,26.55,4.6899999999999995
27/Feb/2016,Sale,Saracens,1.55,21.46,2.5300000000000002
21/Feb/2016,London Irish,Exeter,4.49,26.46,1.21
21/Feb/2016,Newcastle,Northampton,2.4699999999999998,20.49,1.58
20/Feb/2016,Bath,Wasps,2.34,19.74,1.6400000000000001
20/Feb/2016,Saracens,Gloucester,1.3,22.8,3.62
20/Feb/2016,Worcester,Sale,2.33,19.79,1.6400000000000001
19/Feb/2016,Harlequins,Leicester,2.27,19.69,1.67
14/Feb/2016,Saracens,Wasps,1.49,21.44,2.6799999999999997
13/Feb/2016,Gloucester,Harlequins,1.3599999999999999,22.27,3.25
13/Feb/2016,Northampton,London Irish,1.1,32.4,6.95
13/Feb/2016,Worcester,Bath,1.79,19.43,2.13
13/Feb/2016,Sale,Exeter,2.06,19.21,1.81
12/Feb/2016,Newcastle,Leicester,2.69,21.04,1.48
07/Feb/2016,Exeter,Saracens,1.41,20.68,3.1
07/Feb/2016,London Irish,Worcester,1.67,19.78,2.3
06/Feb/2016,Leicester,Sale,1.34,22.18,3.36
06/Feb/2016,Harlequins,Northampton,1.77,19.31,2.12
06/Feb/2016,Wasps,Newcastle,1.17,26.85,5.07
05/Feb/2016,Bath,Gloucester,1.35,22.34,3.3
31/Jan/2016,Newcastle,Harlequins,2.4699999999999998,20.3,1.5699999999999998
31/Jan/2016,Worcester,Exeter,3.24,22.03,1.3599999999999999
30/Jan/2016,Saracens,Bath,1.22,24.9,4.38
30/Jan/2016,Gloucester,Leicester,1.58,19.27,2.5
30/Jan/2016,Sale,London Irish,1.21,24.48,4.48
29/Jan/2016,Northampton,Wasps,1.27,24.07,3.89
10/Jan/2016,Wasps,Worcester,1.1,30.48,6.85
10/Jan/2016,London Irish,Newcastle,1.41,21.35,3.04
09/Jan/2016,Leicester,Northampton,1.37,21.93,3.18
09/Jan/2016,Exeter,Gloucester,1.34,21.67,3.41
09/Jan/2016,Harlequins,Saracens,2.3899999999999997,18.16,1.63
03/Jan/2016,Worcester,Harlequins,2.7199999999999998,20.23,1.48
02/Jan/2016,Sale,Wasps,1.9,19.31,1.94
02/Jan/2016,Saracens,Leicester,1.21,24.84,4.46
02/Jan/2016,Gloucester,London Irish,1.24,24.27,4.12
02/Jan/2016,Newcastle,Bath,3.31,23.51,1.34
01/Jan/2016,Northampton,Exeter,1.5,21.45,2.6399999999999997
27/Dec/2015,Harlequins,Gloucester,1.31,22.63,3.61
27/Dec/2015,Bath,Worcester,1.13,28.8,5.89
27/Dec/2015,Wasps,Saracens,2.5,19.96,1.5699999999999998
26/Dec/2015,Exeter,Sale,1.16,26.82,5.37
26/Dec/2015,Leicester,Newcastle,1.09,31.92,7.6
26/Dec/2015,London Irish,Northampton,4.49,23.8,1.21
06/Dec/2015,Newcastle,Saracens,4.83,25.57,1.19
05/Dec/2015,Wasps,Exeter,1.52,20.8,2.63
05/Dec/2015,Bath,Northampton,1.3599999999999999,21.26,3.24
05/Dec/2015,Harlequins,London Irish,1.11,29.51,6.59
05/Dec/2015,Worcester,Leicester,3.06,22.16,1.3900000000000001
04/Dec/2015,Gloucester,Sale,1.34,22.08,3.35
29/Nov/2015,Leicester,Bath,1.43,21.91,2.91
28/Nov/2015,London Irish,Wasps,4.52,26.45,1.21
28/Nov/2015,Saracens,Worcester,1.1,33.52,6.74
28/Nov/2015,Exeter,Harlequins,1.3900000000000001,21.23,3.05
28/Nov/2015,Sale,Newcastle,1.18,25.97,5.01
27/Nov/2015,Northampton,Gloucester,1.25,23.98,4.04
08/Nov/2015,Wasps,Gloucester,1.3,22.64,3.53
07/Nov/2015,Exeter,Leicester,1.4,21.86,2.9699999999999998
07/Nov/2015,Northampton,Saracens,1.7,19.81,2.19
07/Nov/2015,London Irish,Bath,2.91,21.48,1.41
07/Nov/2015,Worcester,Newcastle,1.38,21.56,3.09
06/Nov/2015,Harlequins,Sale,1.25,23.96,4.01
01/Nov/2015,Leicester,Wasps,1.5,21.1,2.66
01/Nov/2015,Sale,Northampton,2.37,19.46,1.62
01/Nov/2015,Newcastle,Exeter,3.0,22.23,1.4
31/Oct/2015,Gloucester,Worcester,1.16,26.92,5.26
31/Oct/2015,Bath,Harlequins,1.42,21.92,2.94
31/Oct/2015,Saracens,London Irish,1.06,40.67,9.17
25/Oct/2015,Leicester,Harlequins,1.43,21.7,2.9299999999999997
24/Oct/2015,Exeter,London Irish,1.11,31.12,6.65
24/Oct/2015,Wasps,Bath,1.56,19.96,2.52
24/Oct/2015,Northampton,Newcastle,1.12,28.93,6.16
23/Oct/2015,Sale,Worcester,1.22,24.69,4.43
23/Oct/2015,Gloucester,Saracens,2.2800000000000002,19.78,1.67
18/Oct/2015,London Irish,Leicester,2.09,21.64,1.77
17/Oct/2015,Bath,Exeter,1.26,24.57,3.96
17/Oct/2015,Saracens,Sale,1.24,24.23,4.1899999999999995
16/Oct/2015,Newcastle,Gloucester,1.6800000000000002,19.73,2.27
16/Oct/2015,Harlequins,Wasps,1.6800000000000002,19.73,2.26
16/Oct/2015,Worcester,Northampton,4.220000000000001,23.46,1.24
