date,team1Name,team2Name,team1Odds,drawOdds,team2Odds
21/Feb/2015,Gloucester,London Welsh,1.01,47.4,21.61
21/Feb/2015,Harlequins,Exeter,1.6099999999999999,19.8,2.38
21/Feb/2015,Sale,Saracens,2.31,20.04,1.6400000000000001
20/Feb/2015,Newcastle,Wasps,2.37,19.77,1.63
15/Feb/2015,Wasps,Harlequins,1.47,22.04,2.77
15/Feb/2015,London Welsh,Sale,11.18,41.54,1.03
15/Feb/2015,Saracens,Bath,1.41,21.9,2.99
14/Feb/2015,Exeter,Newcastle,1.17,27.39,5.16
13/Feb/2015,Leicester,Gloucester,1.25,23.55,4.09
13/Feb/2015,Northampton,London Irish,1.05,36.24,9.15
11/Jan/2015,London Irish,Exeter,2.85,20.19,1.45
11/Jan/2015,Newcastle,London Welsh,1.03,37.59,11.71
10/Jan/2015,Harlequins,Leicester,1.85,20.02,1.99
10/Jan/2015,Bath,Wasps,1.26,23.33,3.95
10/Jan/2015,Sale,Northampton,2.84,22.02,1.44
09/Jan/2015,Gloucester,Saracens,2.79,22.49,1.45
04/Jan/2015,London Welsh,Harlequins,17.02,53.18,1.01
04/Jan/2015,Leicester,Bath,1.6800000000000002,20.62,2.25
04/Jan/2015,Wasps,Sale,1.2,24.21,4.74
03/Jan/2015,Exeter,Gloucester,1.21,23.46,4.66
03/Jan/2015,Saracens,London Irish,1.03,42.44,11.46
02/Jan/2015,Northampton,Newcastle,1.02,42.71,13.79
28/Dec/2014,Gloucester,Wasps,1.76,20.29,2.09
27/Dec/2014,Harlequins,Northampton,3.47,21.72,1.32
27/Dec/2014,Newcastle,Saracens,3.81,22.36,1.27
27/Dec/2014,Bath,Exeter,1.2,24.32,4.6899999999999995
27/Dec/2014,Sale,Leicester,1.95,19.15,1.8900000000000001
26/Dec/2014,London Irish,London Welsh,1.01,51.67,17.09
21/Dec/2014,Wasps,London Irish,1.12,26.5,6.24
20/Dec/2014,Gloucester,Bath,2.58,19.53,1.54
20/Dec/2014,Northampton,Leicester,1.29,22.49,3.81
20/Dec/2014,Harlequins,Newcastle,1.2,24.95,4.6
20/Dec/2014,Saracens,London Welsh,1.01,48.45,25.07
19/Dec/2014,Sale,Exeter,1.94,19.45,1.9100000000000001
30/Nov/2014,Newcastle,Sale,2.16,19.83,1.74
30/Nov/2014,London Welsh,Northampton,19.81,52.2,1.01
30/Nov/2014,London Irish,Gloucester,1.7,19.75,2.23
29/Nov/2014,Exeter,Saracens,1.78,19.33,2.09
29/Nov/2014,Leicester,Wasps,1.24,22.17,4.21
28/Nov/2014,Bath,Harlequins,1.31,22.68,3.57
23/Nov/2014,London Welsh,Leicester,15.42,42.47,1.01
23/Nov/2014,Saracens,Northampton,1.3599999999999999,21.72,3.24
22/Nov/2014,Exeter,Wasps,1.3900000000000001,21.94,3.06
22/Nov/2014,London Irish,Bath,2.66,20.23,1.5
21/Nov/2014,Newcastle,Gloucester,1.85,19.21,2.0
21/Nov/2014,Harlequins,Sale,1.31,23.31,3.53
16/Nov/2014,Wasps,London Welsh,1.01,44.92,15.96
16/Nov/2014,Leicester,Saracens,2.46,19.38,1.58
15/Nov/2014,Bath,Newcastle,1.1,32.97,7.25
15/Nov/2014,Sale,London Irish,1.33,22.12,3.49
14/Nov/2014,Gloucester,Harlequins,1.6800000000000002,19.84,2.2800000000000002
14/Nov/2014,Northampton,Exeter,1.27,23.98,3.94
12/Oct/2014,Wasps,Bath,2.51,19.51,1.5699999999999998
11/Oct/2014,Northampton,Sale,1.09,31.4,7.39
11/Oct/2014,Exeter,London Irish,1.29,22.13,3.65
11/Oct/2014,Saracens,Gloucester,1.12,26.95,6.33
11/Oct/2014,London Welsh,Newcastle,3.13,20.98,1.38
10/Oct/2014,Leicester,Harlequins,1.43,21.79,2.8899999999999997
05/Oct/2014,Newcastle,Exeter,3.77,23.44,1.28
05/Oct/2014,Sale,Wasps,1.78,19.31,2.1
04/Oct/2014,Gloucester,Leicester,1.96,19.25,1.88
04/Oct/2014,Harlequins,London Welsh,1.02,43.0,13.82
04/Oct/2014,London Irish,Northampton,3.17,22.56,1.38
03/Oct/2014,Bath,Saracens,2.0,19.06,1.8399999999999999
28/Sep/2014,Exeter,Harlequins,1.62,19.81,2.4
28/Sep/2014,Wasps,Newcastle,1.08,33.25,7.86
27/Sep/2014,Northampton,Bath,1.31,23.56,3.57
27/Sep/2014,Leicester,London Irish,1.13,30.19,6.14
27/Sep/2014,Saracens,Sale,1.08,34.5,7.81
26/Sep/2014,London Welsh,Gloucester,8.719999999999999,32.44,1.06
21/Sep/2014,Newcastle,Northampton,4.68,23.07,1.21
20/Sep/2014,Bath,Leicester,1.73,20.21,2.19
20/Sep/2014,Harlequins,Wasps,1.49,21.93,2.69
20/Sep/2014,London Irish,Saracens,4.75,24.71,1.2
20/Sep/2014,Sale,London Welsh,1.04,40.43,10.2
19/Sep/2014,Gloucester,Exeter,1.5,21.57,2.7
14/Sep/2014,Newcastle,London Irish,1.78,19.19,2.1100000000000003
14/Sep/2014,Wasps,Northampton,2.7800000000000002,21.56,1.46
13/Sep/2014,Exeter,Leicester,2.62,20.19,1.52
13/Sep/2014,Bath,London Welsh,1.02,41.81,12.47
13/Sep/2014,Gloucester,Sale,1.35,22.0,3.3
12/Sep/2014,Harlequins,Saracens,2.02,19.81,1.8399999999999999
07/Sep/2014,London Welsh,Exeter,3.0,21.44,1.4
06/Sep/2014,London Irish,Harlequins,3.35,22.29,1.34
06/Sep/2014,Leicester,Newcastle,1.06,37.36,9.56
06/Sep/2014,Sale,Bath,2.42,19.14,1.6099999999999999
06/Sep/2014,Saracens,Wasps,1.19,26.21,4.79
05/Sep/2014,Northampton,Gloucester,1.21,24.79,4.51
